mean_lon,mean_lat,std_lon,std_lat,mean_velocity,std_velocity,max_velocity,mean_acceleration,std_acceleration,max_acceleration,traj_length,traj_duration,lon_range,lat_range,hurricane_category
-68.84468085106383,34.87872340425532,12.615977855028499,6.620983283991817,6.29659819486547e-05,6.309474029711907e-05,0.0001908845197045213,3.0354722844767964e-10,3.029848379826741e-10,1.0716735253772289e-09,47.0,993600.0,48.3,23.5,2
-78.15862068965517,19.33448275862069,13.620357918264881,3.7300527741546223,8.022014825448028e-05,9.353261887785772e-06,0.00010274231954246357,2.359894385954557e-10,1.730399778448645e-10,8.108681600663056e-10,29.0,583200.0,44.39999999999999,11.0,2
-77.3375,33.9,5.2423605131658,7.233342933941402,0.0001121128504856676,5.9065560560563616e-05,0.0002302746317675165,8.939575398884036e-10,9.157992051350143e-10,3.387545729458004e-09,16.0,280800.0,17.599999999999994,24.8,2
-53.728125000000006,33.3625,7.2378447402783515,9.220417222121785,7.713657074810248e-05,1.9860115116597752e-05,0.00011264375056107806,4.440335291317522e-10,2.670063555409419e-10,1.0010256822417968e-09,32.0,669600.0,22.4,28.1,1
-73.74285714285715,30.371428571428567,0.42378277069118153,4.743179851327675,5.2808833163314754e-05,1.693901289219171e-05,7.638888888888882e-05,2.735457578118878e-10,1.8514511108207372e-10,7.520827357477145e-10,14.0,280800.0,1.5,14.600000000000001,1
-66.56818181818181,30.45000000000001,5.560116607969194,7.230915319904969,6.133531909787803e-05,2.4107657599143868e-05,9.189552426518144e-05,2.44033951205284e-10,1.470522974330441e-10,5.304513319086347e-10,22.0,453600.0,17.599999999999994,21.700000000000003,2
-61.19166666666666,41.05833333333333,3.591067235361779,1.091221283190943,4.7210982879424615e-05,1.6154811033201174e-05,6.456632259713582e-05,3.5254963089840236e-10,1.1834437127785265e-10,5.385092818244644e-10,12.0,237600.0,10.5,3.5,2
-62.44999999999999,17.4,1.9482898483884097,0.08164965809277232,5.2623411368639064e-05,2.863062904706427e-06,5.574812304996446e-05,1.2563936056257785e-10,4.3824060888490976e-11,1.931986923152441e-10,6.0,108000.0,5.700000000000003,0.1999999999999993,1
-50.357142857142854,41.5,4.413569058792974,4.423960733486292,0.00015096895173820167,2.1886085386507825e-05,0.00018079281657191332,1.0340129218034212e-09,2.9925865945896307e-10,1.3395919067215366e-09,7.0,129600.0,14.0,13.5,2
-79.41875,34.54375,10.585675388821443,4.929372266069992,0.00012037407838987393,8.402637177216759e-05,0.000267899189984802,8.742644150431965e-10,5.830960626349766e-10,2.0198984937597287e-09,16.0,324000.0,34.0,14.5,1
-71.11500000000001,29.375,3.8907936208439535,8.517445332962225,7.747604360048301e-05,3.0255300241567788e-05,0.00014450452810197778,4.574072556958708e-10,3.6334825445879017e-10,1.4427846383998024e-09,20.0,410400.0,14.400000000000006,27.0,3
-78.40909090909089,25.99090909090909,2.2849127874562285,0.6680426571226847,3.6792663018413375e-05,9.714149498354335e-06,4.8334752356067374e-05,2.5951947924162495e-10,1.5852039451943238e-10,5.683407127592512e-10,11.0,194400.0,6.700000000000003,2.099999999999998,0
-88.02499999999999,23.85833333333333,8.048874144872684,3.7841684100414397,6.958323655080083e-05,8.645966830137765e-05,0.00027647262829714423,6.119162945759035e-10,6.543556972415524e-10,2.1995430118070377e-09,24.0,496800.0,29.799999999999997,12.500000000000004,1
-84.30857142857144,29.877142857142857,5.253372871842647,2.110935569739597,3.7002201132598304e-05,1.4208713351780717e-05,6.176696325984398e-05,2.5280229415168827e-10,2.3028525008479118e-10,1.0090248731015415e-09,35.0,712800.0,18.299999999999997,5.899999999999999,3
-72.48333333333333,35.06666666666667,3.330373686073214,4.520754607609467,7.116951221531081e-05,1.0852723996322347e-05,8.689039064409016e-05,2.7435231162497573e-10,1.3521987064421714e-10,5.358367626886146e-10,12.0,237600.0,10.0,13.8,2
-87.58695652173913,27.3391304347826,2.027914831379028,2.3560724744213406,2.8109596499721123e-05,1.0976529291477783e-05,5.693691609374457e-05,2.0864527986536874e-10,1.4949144836181066e-10,5.795960769457264e-10,23.0,453600.0,6.0,7.899999999999999,2
-69.3,28.88125,1.488707493095941,5.3949303459358955,5.887649271499848e-05,1.6462685848117827e-05,8.426053112593193e-05,3.092544204619545e-10,1.9041515026764194e-10,7.189004557291007e-10,16.0,324000.0,4.900000000000006,16.8,0
-91.25294117647059,27.317647058823532,0.767055214715438,3.861458927905762,4.165891922644044e-05,1.818528058263547e-05,7.031763947091009e-05,3.034736979563201e-10,1.9947741706586833e-10,9.617457677895336e-10,17.0,324000.0,3.0,12.300000000000004,2
-71.20555555555555,29.005555555555556,2.948158035531531,5.570205683637247,6.65671879070366e-05,5.344889934222412e-05,0.0001644985000411099,5.353588318840822e-10,4.30564748184373e-10,1.4156640961101421e-09,18.0,367200.0,11.299999999999997,18.0,2
-66.32142857142857,24.77857142857143,3.6347879819144038,6.797444747994707,4.7317805829824134e-05,9.021629795394606e-06,6.22852965142301e-05,2.343701674114781e-10,1.713509772715957e-10,7.189004557291026e-10,28.0,583200.0,11.599999999999994,21.9,2
-79.63333333333333,23.86111111111111,4.717226115231516,1.8678980726679235,4.693651306447624e-05,1.8951425494431178e-05,7.320087176315693e-05,1.4739889723331173e-10,1.6793070911629472e-10,4.940170855459613e-10,18.0,367200.0,15.599999999999994,6.5,1
-50.395833333333336,40.86666666666667,9.412557178518965,3.924566501184841,6.723828383385405e-05,2.3112475254926364e-05,0.00010145651389264399,2.917115551807799e-10,1.5456625952445175e-10,6.82008855311095e-10,24.0,496800.0,29.299999999999997,14.600000000000001,2
-75.02857142857144,36.55714285714286,3.5342060275114076,5.364661390687645,0.00018685200575193974,2.890545994924491e-05,0.00022414293401685554,2.060641869893883e-09,1.0402924259173885e-09,4.295249553100033e-09,7.0,108000.0,10.5,16.5,1
-50.8,28.875,2.4655121171878265,6.13560306734391,7.417089999762629e-05,9.720487945296681e-06,9.270826108565178e-05,4.260530512543389e-10,4.1364153582503986e-10,1.2960162275428527e-09,16.0,324000.0,8.0,19.0,0
-76.08666666666664,35.09333333333334,3.8684823323308,5.964502400778198,0.00010118782318079136,8.033644858525345e-06,0.00011302366310864543,5.331166961374809e-10,2.6274733119252974e-10,1.0166787744882755e-09,15.0,216000.0,12.099999999999994,18.5,1
-73.73333333333333,34.175000000000004,1.2976474439881145,1.343580415655622,2.6650777686860368e-05,5.645348971434482e-06,3.615856331438271e-05,1.4976873272095127e-10,6.608547557795303e-11,2.6791838134430727e-10,12.0,237600.0,4.299999999999997,4.5,0
-66.10000000000001,36.223076923076924,5.974561457997115,4.671872272712983,0.00010078309153501431,4.472225667158688e-05,0.00018116291484373295,6.835436589422513e-10,4.207416062081534e-10,1.3931755829904005e-09,13.0,259200.0,18.5,15.7,2
-67.15882352941176,30.579411764705885,5.489622168883157,6.499311249109613,6.041329105234918e-05,3.378232257929816e-05,0.00016368212527466378,3.9122901108178255e-10,3.409435487239056e-10,1.3661210545248156e-09,34.0,712800.0,17.099999999999994,20.3,2
-67.45714285714286,38.550000000000004,2.802986745219739,4.093854278933589,6.213941481710845e-05,3.30008989626126e-05,0.00012553469317552084,5.309059387196164e-10,3.749893070830597e-10,1.2871240729449956e-09,14.0,280800.0,9.599999999999994,12.5,1
-79.57857142857144,10.5,0.1472537723434877,0.0,1.8187830687830596e-06,2.6506646067925493e-06,6.944444444444379e-06,2.6791838134430294e-11,3.358534650034323e-11,1.0716735253772443e-10,14.0,280800.0,0.5,0.0,0
-48.675,39.9875,1.6865274975522933,1.3860352628991794,4.4683743615892704e-05,4.485384268760416e-06,5.082059814838011e-05,2.0888839019764998e-10,9.920651915040493e-11,4.320054091809522e-10,8.0,151200.0,5.0,4.299999999999997,2
-53.4125,41.1125,3.612629755455158,0.9266033401623378,7.57739585422799e-05,7.306284644757089e-06,8.614719474966857e-05,2.670828935934086e-10,1.274309381806464e-10,5.304513319086321e-10,8.0,151200.0,11.0,2.8000000000000043,2
-69.29444444444444,34.51111111111111,3.3395728639423683,6.223333234144695,7.547407766357632e-05,2.8977255861658355e-05,0.00012655497160033921,6.197157071878791e-10,2.6352261354698183e-10,1.0849867504349127e-09,18.0,367200.0,11.399999999999991,19.5,2
-73.7375,34.45,1.6514671507480851,3.252306873589883,7.553983168398127e-05,1.0043144168717046e-05,9.189552426518144e-05,3.655323177514131e-10,1.6375287381659e-10,5.990837131075797e-10,8.0,151200.0,5.0,10.0,2
-56.271875,35.140625,9.035839556143912,9.584227256768017,7.535673517528641e-05,2.6793913829769027e-05,0.0001242259987499884,3.4948898363704776e-10,1.7713689447860487e-10,8.640108183618955e-10,32.0,669600.0,29.799999999999997,32.5,1
-78.16666666666667,31.026666666666667,1.7924533156790703,5.0685259746355795,6.790642367920676e-05,4.170776351901126e-05,0.0001552824984374854,6.131476096512674e-10,4.962981481108585e-10,1.7261530887852352e-09,15.0,280800.0,6.400000000000006,17.3,0
-97.41666666666667,22.78333333333333,0.6914156170897187,0.24094720491334906,1.959469971120803e-05,3.9046294869811635e-06,2.3832477178210765e-05,1.4072430163310383e-10,4.16022673483299e-11,2.209311570654204e-10,6.0,108000.0,2.0,0.6999999999999993,0
-92.74166666666667,29.849999999999998,1.9897480298324763,0.631796380700829,2.8237725429787452e-05,3.6684831582640776e-07,2.9280348705262823e-05,6.821022328842185e-11,7.012892874720628e-11,1.9319869231524562e-10,12.0,237600.0,6.200000000000003,2.1000000000000014,0
-63.81666666666666,37.916666666666664,10.13556718798816,4.685408792790183,0.00015060885050629852,5.881799673125376e-05,0.00024602463436271157,8.732337035303342e-10,3.8142256901623155e-10,1.4477512095021416e-09,12.0,237600.0,32.0,15.2,1
-72.23461538461537,15.957692307692305,11.172629409811911,1.0172258946320913,6.787784660481297e-05,6.971888261611356e-06,8.154590256392841e-05,1.6188827757703763e-10,1.1204251637973846e-10,4.320054091809555e-10,26.0,540000.0,36.599999999999994,3.099999999999998,1
-70.13333333333333,34.99166666666667,3.806427312965386,4.249403552918404,8.387171115048008e-05,3.0537446988885415e-05,0.0001268087585629845,6.239103743481472e-10,4.16812119975232e-10,1.5686386711574585e-09,12.0,237600.0,11.799999999999997,13.0,1
-74.63,34.209999999999994,2.702979837142704,2.544189458354074,3.195551061645003e-05,1.2363805574850418e-05,5.892556509887886e-05,1.9084261635645476e-10,9.381182756657143e-11,3.900950515089402e-10,20.0,410400.0,9.299999999999997,8.999999999999996,0
-79.11351351351352,21.718918918918916,12.452659808405249,5.407294264574116,6.177518889879962e-05,9.649729125615312e-06,9.285264407468323e-05,2.6785839185006224e-10,1.4512689921534654e-10,5.918510490176611e-10,37.0,756000.0,38.0,18.0,2
-79.24705882352941,20.155882352941177,4.970870162558099,8.735464941882888,5.853773353238703e-05,3.9312629639280925e-05,0.00012636429688848302,3.4472907227524227e-10,3.9337552242623296e-10,1.8746630320362096e-09,34.0,669600.0,19.5,27.799999999999997,2
-92.35263157894737,28.231578947368426,3.2105694561381144,0.19749118988730238,2.6758663853318142e-05,1.920230944592295e-06,2.8160937640269597e-05,3.9664597497039743e-11,3.386463838602524e-11,1.1981674262151823e-10,19.0,388800.0,10.400000000000006,0.6000000000000014,2
-80.68181818181817,17.38181818181818,11.609112265944619,2.039749620026118,8.457070580827111e-05,1.0209960661970995e-05,9.856328174094344e-05,2.0096099651621088e-10,1.5006760719770617e-10,6.430041152263389e-10,22.0,453600.0,37.9,6.0,2
-62.61428571428572,40.25714285714285,5.394819888805654,4.572544506651206,8.327378530114669e-05,2.772896727894698e-05,0.0001275040680918556,4.62205968056719e-10,2.120840922157226e-10,9.124971260891611e-10,14.0,280800.0,16.89999999999999,14.0,1
-57.96666666666666,45.775,2.9761085703015318,3.8316934898292687,6.700046734289454e-05,1.0561368952510505e-05,8.611608906360316e-05,1.4411137911346709e-10,1.229717038228368e-10,3.431029362479017e-10,12.0,237600.0,9.700000000000003,12.5,2
-59.862500000000004,22.79375,13.469403986442757,8.4710636445982,7.958246774942014e-05,4.152037148034519e-05,0.00020160163305373146,4.261232683942113e-10,3.3980817954435335e-10,1.1504903203009227e-09,48.0,1015200.0,42.900000000000006,29.8,4
-74.74285714285715,36.42857142857143,0.9544738907708602,4.97270098659077,0.00011783471063258264,1.782462077414327e-05,0.00014261964630323486,4.687507658311612e-10,9.984762656965785e-11,6.777858496588629e-10,7.0,129600.0,2.799999999999997,15.0,0
-79.5909090909091,32.74545454545454,0.41659779045053064,1.8460590143052091,3.19824934012306e-05,4.701499674814541e-06,3.882062460937129e-05,1.3863567800476595e-10,1.172358901392318e-10,4.86520896039783e-10,11.0,194400.0,1.2999999999999972,6.0,1
-67.925,28.692857142857143,6.832099917720339,8.44211079611477,9.099077909384713e-05,5.2716309714176595e-05,0.00024141865022744315,7.187762306462274e-10,8.013749067713902e-10,3.3239159849260104e-09,28.0,583200.0,21.799999999999997,26.0,2
-69.26875000000001,37.262499999999996,2.808406743600363,4.023971141795131,5.397790314092545e-05,1.7108454086996435e-05,8.648861894569155e-05,2.9493410531939296e-10,2.397324443667005e-10,7.965786151469492e-10,16.0,324000.0,9.399999999999991,12.400000000000002,1
-73.24,33.78,0.9156418513807689,2.5513917770503216,4.615278263007974e-05,1.2309085710512035e-05,6.547285010986552e-05,3.036611197041949e-10,1.9822048073259226e-10,6.51873556487715e-10,10.0,194400.0,2.9000000000000057,7.899999999999999,2
-86.26470588235294,29.655882352941177,7.837124410850057,2.7184761276765714,4.292100606751994e-05,9.298756622791724e-06,6.431687032152698e-05,2.9285368976445295e-10,1.8001868567593245e-10,7.144490169181324e-10,34.0,669600.0,24.0,11.200000000000003,2
-60.970588235294116,18.741176470588236,7.023051515912132,0.31447215069702744,6.691879332931454e-05,1.2410733811653214e-05,9.075136936996614e-05,2.1291084995830708e-10,1.1299892091774662e-10,5.055073909066744e-10,17.0,345600.0,23.0,0.8000000000000007,3
-65.07222222222222,35.83888888888888,5.308672731751272,5.674322170864591,7.876413426238994e-05,4.716593838669742e-05,0.00016852106225186386,4.770301257659711e-10,4.5597057370927637e-10,1.4237536710805053e-09,18.0,367200.0,18.0,18.1,2
-81.86896551724139,32.144827586206894,12.520083271957178,6.09112334392952,7.657692963836532e-05,4.8448207234632735e-05,0.0001433130249274454,4.362518287098489e-10,3.721789008730642e-10,1.6266860391812678e-09,29.0,583200.0,39.099999999999994,19.3,1
-83.04166666666666,18.208333333333332,1.7327523064637826,0.9013492971959068,2.5657967764808397e-05,6.148979674684153e-06,3.533411463535613e-05,1.4281658965109453e-10,5.941527363522927e-11,2.396334852430364e-10,12.0,237600.0,5.5,2.6999999999999993,2
-71.49166666666666,31.224999999999998,1.6918719087317322,3.5303741539200444,5.369428913971296e-05,1.4197075203189728e-05,7.70523934124686e-05,2.129100272618311e-10,1.1212520948254204e-10,4.4186231413084265e-10,12.0,237600.0,5.299999999999997,11.399999999999999,2
-95.3111111111111,27.766666666666666,2.259028524951204,0.44221663871405376,4.8155408999496626e-05,1.4622041667396872e-06,5.075694758141864e-05,9.891397578923878e-11,5.1347988666650496e-11,1.8895483437190693e-10,9.0,151200.0,7.200000000000003,1.3000000000000007,2
-69.5,30.174999999999997,2.29128784747792,1.6299923312703037,5.7474238448489624e-05,5.3802214393069505e-06,6.547285010986552e-05,1.6075102880658447e-10,8.037551440329204e-11,3.2150205761316947e-10,8.0,151200.0,7.0,5.0,0
-89.43333333333334,28.22222222222222,0.7257180352359069,1.2873554095964657,2.6436145444862834e-05,2.06570121306839e-06,3.018149261667899e-05,9.805463540198556e-11,3.938409009383462e-11,1.6944646241472112e-10,9.0,172800.0,2.1999999999999886,4.0,1
-72.89166666666667,35.324999999999996,1.6240167965743322,6.376535762726759,0.00012359590435358792,6.958461665415176e-05,0.00021586501447735498,1.303900400106159e-09,1.0064301241429535e-09,3.1664280484170137e-09,12.0,194400.0,5.5,20.0,3
-51.2625,22.165625,6.04404407247333,8.875127089759053,6.411932746608229e-05,8.53974039078606e-06,8.413324928419564e-05,3.078749727405898e-10,2.0830266406032086e-10,8.037551440329227e-10,32.0,669600.0,19.9,27.3,2
-70.56,40.96,2.482820976228451,4.894731861910313,0.00015231900537803487,1.4549761560023811e-05,0.00017079506246015484,1.9891992238998422e-09,1.4097351740988015e-09,4.586451988837429e-09,10.0,129600.0,10.0,16.5,2
-65.69999999999999,32.02916666666667,4.489339223835358,7.514235332945654,8.053188762456824e-05,4.651788351472255e-05,0.00018824156054548117,5.515898654869426e-10,5.718880998444872e-10,2.0006167162416924e-09,24.0,496800.0,16.099999999999994,24.599999999999998,2
-40.81875,17.6625,8.560097746959435,1.1021995055342746,8.512018619767105e-05,1.0093592624272021e-05,9.628071455132143e-05,2.1757646388277022e-10,1.3608405510490925e-10,5.385092818244645e-10,16.0,324000.0,27.4,3.6999999999999993,0
-58.09499999999999,37.305,8.613273187354503,8.284290856796373,0.00010151133870119143,3.1703103109620646e-05,0.0001471319313154695,6.020436200346869e-10,3.458608093394698e-10,1.2736694448736206e-09,20.0,410400.0,27.599999999999994,24.8,3
-59.143750000000004,40.4,12.221291295828767,7.453187237685634,0.0001463095788016138,8.381131178545583e-05,0.0002818090960172854,1.2003849344034133e-09,6.60672903203956e-10,2.2132069217317626e-09,16.0,324000.0,36.099999999999994,24.8,1
-78.41499999999999,24.4375,3.4279403437049485,3.6453866393017904,3.1851403760271836e-05,1.8549991652211713e-05,7.149743153463204e-05,1.7820944797647888e-10,1.150982844524141e-10,5.918510490176614e-10,40.0,842400.0,13.0,14.700000000000003,3
-44.65,35.78333333333333,4.602445002387319,1.3909429255804215,0.00012901689631017953,3.196985445076588e-05,0.00016852106225186386,7.925170599172048e-10,2.8055836108053584e-10,1.2612099511252363e-09,6.0,108000.0,13.5,4.0,1
-80.1,26.244444444444444,4.238448353400623,4.685109061012374,6.416807243372524e-05,2.2904795718094496e-05,9.07513693699662e-05,3.873360124972149e-10,2.758351136748435e-10,1.0404067986404498e-09,18.0,324000.0,13.0,15.0,2
-86.615,19.299999999999997,1.0813301993378346,2.303041467277565,2.502096056866222e-05,1.4670216414306064e-05,4.883107201326166e-05,2.1567029024637297e-10,1.2736668451902057e-10,4.546725702074032e-10,20.0,410400.0,4.0,7.199999999999999,1
-90.67142857142855,27.952380952380953,5.051274507454516,3.0012091289724654,5.3067866157126524e-05,1.0446782789703864e-05,7.396548754014096e-05,4.579305810440298e-10,2.29630578283223e-10,9.479920060096268e-10,21.0,410400.0,15.099999999999994,10.899999999999999,0
-93.6923076923077,28.22307692307692,1.6221834945347047,3.0309058930531614,4.9328792823051946e-05,2.4527142889900176e-06,5.248048170719737e-05,2.473685427185141e-10,2.6806377923107093e-10,9.889150328074137e-10,13.0,237600.0,4.699999999999989,10.100000000000001,0
-78.87073170731708,29.551219512195125,2.894085128826913,2.2998538608100056,3.293033251251997e-05,9.815671543419716e-06,4.883107201326141e-05,3.1711162310665286e-10,2.0961663148914625e-10,7.911534990265662e-10,41.0,842400.0,12.099999999999994,6.200000000000003,3
-66.93333333333334,23.900000000000002,16.26124801897145,8.279482143310867,6.719850561696564e-05,2.851710930320084e-05,0.00014137436559817114,3.7697431977187207e-10,2.736782618650705e-10,1.278175930177934e-09,57.0,1188000.0,53.8,30.8,3
-68.67500000000001,34.506249999999994,1.5614496469627188,4.835218292642018,5.859323553281194e-05,1.2473951575319698e-05,7.708715650623483e-05,3.976580877299577e-10,2.1341164530506455e-10,8.037551440329238e-10,16.0,324000.0,4.800000000000011,15.8,2
-82.31176470588235,29.682352941176468,4.289643115957751,2.1111009935207483,5.168377790218481e-05,8.998552447232343e-06,7.100861875082405e-05,2.6339426135740753e-10,1.3438847926086546e-10,5.990837131075722e-10,17.0,324000.0,15.099999999999994,6.700000000000003,1
-88.17878787878789,28.057575757575762,6.411436636424272,3.6870806636169986,4.84787681634945e-05,2.536460936461151e-05,0.000128654566959169,4.248917520310751e-10,2.9687221692802723e-10,1.237075229404065e-09,33.0,669600.0,23.400000000000006,13.399999999999999,1
-65.25714285714285,32.17142857142857,3.9271425973081033,8.256203604513619,0.00013044210083160168,4.8705214154152814e-05,0.00022233070268864059,1.0565711908283922e-09,6.860147981993231e-10,2.660363423205244e-09,14.0,280800.0,11.799999999999997,26.3,1
-89.78181818181818,29.109090909090913,1.015174129101355,3.1459799876421064,3.155958209827551e-05,1.7390081916613335e-05,0.00010227186127025218,5.420767455804121e-10,1.0280934204091126e-09,4.350730546027938e-09,22.0,410400.0,3.5,10.700000000000003,0
-51.63392857142857,26.042857142857144,10.104777455415304,10.333835844704817,4.993722790963058e-05,1.2304193336398783e-05,8.863050795868817e-05,3.558320806591786e-10,3.009486428784655e-10,1.5622191933634776e-09,56.0,1188000.0,32.599999999999994,33.2,2
-60.820833333333326,29.24791666666667,2.5507317849763993,9.756749577927522,3.479894610659894e-05,7.065708179062368e-06,5.278589931014527e-05,1.6888485266415937e-10,9.665398696324613e-11,4.1850189021276377e-10,48.0,1015200.0,9.299999999999997,31.700000000000003,1
-42.589285714285715,25.035714285714285,5.561945913701316,8.777414779083966,7.496898422921022e-05,2.7901598547474475e-05,0.00013710271199037817,5.132671211256181e-10,5.225543294695802e-10,2.053730270140688e-09,28.0,583200.0,18.3,27.5,1
-77.61785714285715,34.06071428571428,6.588683673619519,6.455968406151357,6.686268952655383e-05,2.2131904939088734e-05,0.00011492769988246682,4.5325624781485987e-10,2.3102420998119478e-10,1.1981674262151651e-09,28.0,540000.0,26.799999999999997,21.1,1
